cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote
N00029788,Cynthia Lummis (R),2547032.92,2581058.16,807575.5,1573927.44,140500.0,25029.98,114450.23,1057643.5,516283.94,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,72.8,W,O,Wyoming,"","",2020-08-18 00:00:00 +0000,    ,0,2,N
N00046376,Merav Ben David (D),542569.63,528291.63,1000.0,539444.86,3830.0,-1705.23,14278.0,202683.92,336760.94,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,26.8,L,O,Wyoming,"","",2020-08-18 00:00:00 +0000,    ,0,2,N
