cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote
N00004572,John Thune (R),10524094.0,7017667.0,3789697.0,5686141.0,0.0,1048256.0,10642932.0,4642675.0,1043464.0,2016-12-31 00:00:00 +0000,2017-05-18 00:00:00 +0000,71.8,W,I,South Dakota,"","",2016-08-16 00:00:00 +0000,SDS1,0,1,N
N00039374,Jay Williams (D),70500.0,66555.0,17250.0,53250.0,0.0,0.0,3943.0,32523.0,20737.0,2016-12-13 00:00:00 +0000,2017-05-18 00:00:00 +0000,38.2,L,C,South Dakota,"","",2016-08-16 00:00:00 +0000,    ,0,2,N
