candidate_id,candidate_election_year,candidate_name,party_full,incumbent_challenge_full,office,total_receipts,total_disbursements,cash_on_hand_end_period,committee_ids,coverage_end_date,candidate_pcc_id,candidate_pcc_name
P00000679,2016,"CARROLL, JERRY LEON",NONE,Open seat,P,320.00,320.00,2.00,{C00214999},2016-12-31 00:00:00,C00214999,JERRY CARROLL COMMITTEE FOR PRESIDENT
P00003244,2016,"WINTERBOTTOM, THOMAS FRANCIS",DEMOCRATIC PARTY,Open seat,P,0.0,0.0,0.0,{C00549923},,C00549923,THOMAS F WINTERBOTTOM FOR PRESIDENT
P00003392,2016,"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",DEMOCRATIC PARTY,Open seat,P,585699061.27,585580576.76,323317.48,"{C00431569,C00575795}",2016-12-31 00:00:00,C00575795,HILLARY FOR AMERICA
P00003715,2016,"ASHE, WARREN RODERICK PRESIDENT",DEMOCRATIC PARTY,Open seat,P,0.0,0.0,0.0,"{C00423640,C00576843}",,C00576843,PRESIDENT WARREN RODERICK ASHE
P00003897,2016,"WALLACE, WILLIAM LEONARD",INDEPENDENT,Open seat,P,0.0,0.0,0.0,{C00577791},,C00577791,WALLACE 2016
P00003962,2016,"SCHRINER, JOSEPH CHARLES",UNKNOWN,Open seat,P,8615.00,8415.00,200.00,{C00385153},2016-12-31 00:00:00,C00385153,SCHRINER PRESIDENTIAL ELECTION COMMITTEE
P00004275,2016,"BROWN, HARLEY D",NONE,Open seat,P,22515.09,20663.82,1918.42,{C00569442},2015-07-08 00:00:00,C00569442,HARLEY BROWN FOR PRESIDENT CAMPAIGN COMMITTEE
P00004424,2016,"GREENSTEIN, MARK STEWART",LIBERTARIAN PARTY,Open seat,P,0.0,0.0,0.0,{C00615005},,C00615005,STEWART FOR LIBERTY 2020
P00004523,2016,"HARRELL, SHARON WANDA",UNAFFILIATED,Open seat,P,0.0,0.0,0.0,"{C00518886,C00624247}",,C00624247,SHARON HARRELL CORPORATION   SHARON HARRELL FUND
P00004705,2016,"STRICKLAND, GLORIA DAWN",INDEPENDENT,Open seat,P,0.0,0.0,0.0,{C00617845},,C00617845,STRICKLAND FOR PRESIDENT OF THE US
P00004846,2016,"IWACHIW, WALTER N",REPUBLICAN PARTY,Open seat,P,0.00,1369.00,613.00,{C00599423},2016-12-31 00:00:00,C00599423,IWACHIW4PRESIDENT INC
P00004861,2016,"BICKELMEYER, MICHAEL",REPUBLICAN PARTY,Open seat,P,3413.00,3427.00,10.00,{C00553206},2016-12-31 00:00:00,C00553206,COMMITTEE TO ELECT MICHAEL BICKELMEYER
P20000089,2016,"FELLURE, LOWELL JACKSON",REPUBLICAN PARTY,Challenger,P,7961.00,6469.00,590.00,{C00536367},2015-09-30 00:00:00,C00536367,JACK FELLURE CAMPAIGN COMMITTEE
P20000550,2016,"HOWARD, MILDRED (MILLIE)",REPUBLICAN PARTY,Open seat,P,0.0,0.0,0.0,{C00587162},,C00587162,MILLIE HOWARD FOR PRESIDENT 2016
P20001905,2016,"LEE, ROBERT",INDEPENDENT,Open seat,P,0.0,0.0,0.0,"{C00471409,C00471417}",,,
P20002051,2016,"RUNDBERG, JIM LENNART",REPUBLICAN PARTY,Open seat,P,0.0,0.0,0.0,"{C00491399,C00572446}",,C00572446,JIM RUNDBERG COMMITTEE FOR ELECTION
P20002085,2016,"HEUPEL, RAEDEEN ROSE",INDEPENDENT,Open seat,P,0.0,0.0,0.0,"{C00471367,C00626598}",,C00626598,HEUPEL FOR PRESIDENT
P20002101,2016,"SINGLETON, KEITH",REPUBLICAN PARTY,Open seat,P,0.0,0.0,0.0,"{C00474494,C00585091}",,C00585091,SINGLETON FOR PRESIDENT
P20002176,2016,"NEVEU, DEONIA P",INDEPENDENT,Open seat,P,0.0,0.0,0.0,{C00578070},,C00578070,POWER FOR THE PEOPLE-DEONIA NEVEU
P20002283,2016,"WILLIAMS, KENT LIONEL",INDEPENDENT,Open seat,P,0.0,0.0,0.0,{C00498428},,C00498428,KENT L WILLIAMS FOR PRESIDENT
P20002440,2016,"DENAME, MICHAEL JR",NONE,Open seat,P,0.0,0.0,0.0,{C00492546},,C00492546,"DENAME, MICHAEL JR"
P20002481,2016,"RAMOS, LUIS ALBERTO JR",DEMOCRATIC PARTY,Open seat,P,0.0,0.0,0.0,{C00492694},,C00492694,RAMOS FOR AMERICA
P20002499,2016,"DUMMETT, JOHN ALBERT JR",REPUBLICAN PARTY,Open seat,P,0.0,0.0,0.0,"{C00492744,C00568576}",,C00568576,DUMMETT FOR PRESIDENT 2016
P20002580,2016,"CHEHADE, PAUL",INDEPENDENT,Open seat,P,0.0,0.0,0.0,{C00494963},,C00494963,PAUL CHEHADE NATIONAL ELECTION COMMITTEE
P20002630,2016,"TITTLE, SHEILA ""SAMM""",INDEPENDENT,Open seat,P,0.0,0.0,0.0,{C00495069},,C00495069,MADAME PRESIDENT TITTLE
P20002671,2016,"JOHNSON, GARY / WILLIAM ""BILL"" WELD",LIBERTARIAN PARTY,Open seat,P,12193984.08,12463110.51,6299.61,"{C00495622,C00605568}",2016-12-31 00:00:00,C00605568,GARY JOHNSON 2016
P20002721,2016,"SANTORUM, RICHARD J.",REPUBLICAN PARTY,Open seat,P,2296044.14,2312075.09,110242.76,"{C00496034,C00578492}",2016-12-31 00:00:00,C00578492,SANTORUM FOR PRESIDENT 2016
P20002838,2016,"HILL, CHRISTOPHER V",REPUBLICAN PARTY,Open seat,P,64719.00,64625.00,0.00,{C00567743},2015-06-30 00:00:00,C00567743,CHRISTOPHER HILL FOR PRESIDENT
P20002861,2016,"HUNT, EUGENE ROSELL JR",REPUBLICAN PARTY,Open seat,P,0.0,0.0,0.0,"{C00497164,C00550061}",,C00550061,AMERICAN PEOPLE
P20002929,2016,"DAY, TIM (TEXAS SLIM)",DEMOCRATIC PARTY,Open seat,P,0.0,0.0,0.0,{C00527341},,,
P20002986,2016,"POWERS, C",REPUBLICAN PARTY,Open seat,P,400.00,0.00,10.00,{C00497552},2013-06-30 00:00:00,C00497552,CPOWERS CAMPAIGN
P20003042,2016,"LAX MILLER, LORETTA",DEMOCRATIC PARTY,Open seat,P,0.0,0.0,0.0,{C00499194},,C00499194,COMMITTEE TO ELECT LORETTA MILLER
P20003141,2016,"FERGUSON, JOHN GREEN",OTHER,Open seat,P,200.00,200.00,0.00,{C00498766},2015-05-31 00:00:00,C00498766,JOHN GREEN FERGUSON FOR USA PRESIDENT 2016
P20003158,2016,"STAINFIELD, TAMI L",NONE,Open seat,P,5.49,1796.87,2977.33,{C00498824},2015-06-30 00:00:00,C00498824,TAMI STAINFIELD FOR PRESIDENT
P20003174,2016,"SPONHEIM, DAVID JON",OTHER,Open seat,P,4145.00,2419.00,3247.00,{C00499723},2016-12-31 00:00:00,C00499723,DAVID JON SPONHEIM FOR PRESIDENT
