cid,FirstLastP,Rcpts,Spent,PACs,Indivs,Cand,Other,EndCash,LgIndivs,SmIndivs,enddate,ReleaseDate,VotePercent,Result,CRPICO,State,IncCID,Incumbent,primarydate,DistIDCurr,capeye,sort,SmLgIndivsNote
N00000362,Jack Reed (D),4000208.83,3956240.97,1857482.0,1986020.95,0.0,156705.88,2009387.25,1908787.27,77232.68,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,66.5,W,I,Rhode Island,"","",2020-09-08 00:00:00 +0000,RIS2,0,1,N
N00040633,Allen Waters (R),29725.75,22367.71,0.0,18929.0,10771.75,25.0,7406.15,14184.0,4745.0,2020-12-31 00:00:00 +0000,2021-04-01 00:00:00 +0000,33.4,L,C,Rhode Island,"","",2020-09-08 00:00:00 +0000,    ,0,2,N
